Section,ID,Category,Question,Answer,Field_Name,Item_No,Field_Value
licensing_information,BIS-LIC-009,Cost,How much does BIS certification cost?,"The total cost depends on the product, certification procedure, inspection requirements, testing requirements and applicable marking fee. BIS publishes application, inspection, annual...",important_note,3,These general figures should not be treated as the complete cost for every product. Product-specific fees and current notifications must be checked.
licensing_information,BIS-LIC-009,Cost,How much does BIS certification cost?,"The total cost depends on the product, certification procedure, inspection requirements, testing requirements and applicable marking fee. BIS publishes application, inspection, annual...",official_source,3,https://www.bis.gov.in/product- certification/product-certification-faq/?lan g=en
licensing_information,BIS-LIC-010,Marking Fee,What is BIS marking fee?,A product-specific marking fee is applicable under the relevant BIS certification scheme. BIS provides a facility to search marking fees for an Indian Standard and publishes applicable fee...,fee_type,1,Product-specific
licensing_information,BIS-LIC-010,Marking Fee,What is BIS marking fee?,A product-specific marking fee is applicable under the relevant BIS certification scheme. BIS provides a facility to search marking fees for an Indian Standard and publishes applicable fee...,search_available,1,True
licensing_information,BIS-LIC-010,Marking Fee,What is BIS marking fee?,A product-specific marking fee is applicable under the relevant BIS certification scheme. BIS provides a facility to search marking fees for an Indian Standard and publishes applicable fee...,official_source,1,https://www.bis.gov.in/product- certification/product-certification-fee/?lang=en
licensing_information,BIS-LIC-011,Application Fee,What is the BIS application fee?,"For BIS product certification, the FAQ currently states an application fee of n1,000.",amount_inr,1,1000
licensing_information,BIS-LIC-011,Application Fee,What is the BIS application fee?,"For BIS product certification, the FAQ currently states an application fee of n1,000.",fee_type,1,Application Fee
licensing_information,BIS-LIC-011,Application Fee,What is the BIS application fee?,"For BIS product certification, the FAQ currently states an application fee of n1,000.",official_source,1,https://www.bis.gov.in/product- certification/product-certification-faq/?lang=en
licensing_information,BIS-LIC-012,Inspection Fee,What is the BIS inspection fee?,"The BIS product certification FAQ states an inspection fee of n7,000 per man-day for the preliminary inspection visit.",amount_inr_per_man_da,1,7000
licensing_information,BIS-LIC-012,Inspection Fee,What is the BIS inspection fee?,"The BIS product certification FAQ states an inspection fee of n7,000 per man-day for the preliminary inspection visit.",fee_type,1,Inspection Fee
licensing_information,BIS-LIC-012,Inspection Fee,What is the BIS inspection fee?,"The BIS product certification FAQ states an inspection fee of n7,000 per man-day for the preliminary inspection visit.",official_source,1,https://www.bis.gov.in/product- certification/product-certification-faq/?lang=en
licensing_information,BIS-LIC-013,Annual Licence Fee,What is the annual BIS licence fee?,"The BIS product certification FAQ states an annual licence fee of n1,000, in addition to the applicable product-specific marking fee.",amount_inr,1,1000
licensing_information,BIS-LIC-013,Annual Licence Fee,What is the annual BIS licence fee?,"The BIS product certification FAQ states an annual licence fee of n1,000, in addition to the applicable product-specific marking fee.",fee_type,1,Annual Licence Fee
licensing_information,BIS-LIC-013,Annual Licence Fee,What is the annual BIS licence fee?,"The BIS product certification FAQ states an annual licence fee of n1,000, in addition to the applicable product-specific marking fee.",additional_fee,1,Product-specific marking fee
licensing_information,BIS-LIC-013,Annual Licence Fee,What is the annual BIS licence fee?,"The BIS product certification FAQ states an annual licence fee of n1,000, in addition to the applicable product-specific marking fee.",official_source,1,https://www.bis.gov.in/product- certification/product-certification-faq/?lan g=en
licensing_information,BIS-LIC-014,Timeline,How long does BIS certification take?,BIS states that the average time for grant of licence under Option 2 is generally one month and under Option 1 is generally four months from receipt and recording of a complete application....,estimated_timeline,1,[Nested Data]
licensing_information,BIS-LIC-014,Timeline,How long does BIS certification take?,BIS states that the average time for grant of licence under Option 2 is generally one month and under Option 1 is generally four months from receipt and recording of a complete application....,option_1,1,Generally 4 months
licensing_information,BIS-LIC-014,Timeline,How long does BIS certification take?,BIS states that the average time for grant of licence under Option 2 is generally one month and under Option 1 is generally four months from receipt and recording of a complete application....,option_2,1,Generally 1 month
licensing_information,BIS-LIC-014,Timeline,How long does BIS certification take?,BIS states that the average time for grant of licence under Option 2 is generally one month and under Option 1 is generally four months from receipt and recording of a complete application....,factors_that_can_cause_delay,1,Incomplete application
licensing_information,BIS-LIC-014,Timeline,How long does BIS certification take?,BIS states that the average time for grant of licence under Option 2 is generally one month and under Option 1 is generally four months from receipt and recording of a complete application....,official_source,1,https://www.bis.gov.in/product- certification/product-certification-faq/?lang=en
licensing_information,BIS-LIC-014,Timeline,How long does BIS certification take?,BIS states that the average time for grant of licence under Option 2 is generally one month and under Option 1 is generally four months from receipt and recording of a complete application....,factors_that_can_cause_delay,2,Delay in responding to BIS queries
licensing_information,BIS-LIC-014,Timeline,How long does BIS certification take?,BIS states that the average time for grant of licence under Option 2 is generally one month and under Option 1 is generally four months from receipt and recording of a complete application....,official_source,2,https://www.bis.gov.in/product- certification/product-certification-faq/?lang=en
licensing_information,BIS-LIC-014,Timeline,How long does BIS certification take?,BIS states that the average time for grant of licence under Option 2 is generally one month and under Option 1 is generally four months from receipt and recording of a complete application....,factors_that_can_cause_delay,3,Inspection scheduling
licensing_information,BIS-LIC-014,Timeline,How long does BIS certification take?,BIS states that the average time for grant of licence under Option 2 is generally one month and under Option 1 is generally four months from receipt and recording of a complete application....,official_source,3,https://www.bis.gov.in/product- certification/product-certification-faq/?lang=en
licensing_information,BIS-LIC-014,Timeline,How long does BIS certification take?,BIS states that the average time for grant of licence under Option 2 is generally one month and under Option 1 is generally four months from receipt and recording of a complete application....,factors_that_can_cause_delay,4,Sample deposition
licensing_information,BIS-LIC-014,Timeline,How long does BIS certification take?,BIS states that the average time for grant of licence under Option 2 is generally one month and under Option 1 is generally four months from receipt and recording of a complete application....,official_source,4,https://www.bis.gov.in/product- certification/product-certification-faq/?lang=en
licensing_information,BIS-LIC-014,Timeline,How long does BIS certification take?,BIS states that the average time for grant of licence under Option 2 is generally one month and under Option 1 is generally four months from receipt and recording of a complete application....,factors_that_can_cause_delay,5,Outstanding fee payments
licensing_information,BIS-LIC-014,Timeline,How long does BIS certification take?,BIS states that the average time for grant of licence under Option 2 is generally one month and under Option 1 is generally four months from receipt and recording of a complete application....,official_source,5,https://www.bis.gov.in/product- certification/product-certification-faq/?lang=en
licensing_information,BIS-LIC-015,Licence Validity,How long is a BIS product certification licence valid?,BIS states that Scheme-I certification may initially be granted for up to two years and is valid for the varieties covered by the licence. Renewal may be granted for up to five years from...,initial_validity,1,Up to 2 years
licensing_information,BIS-LIC-015,Licence Validity,How long is a BIS product certification licence valid?,BIS states that Scheme-I certification may initially be granted for up to two years and is valid for the varieties covered by the licence. Renewal may be granted for up to five years from...,renewal_period,1,Up to 5 years
licensing_information,BIS-LIC-015,Licence Validity,How long is a BIS product certification licence valid?,BIS states that Scheme-I certification may initially be granted for up to two years and is valid for the varieties covered by the licence. Renewal may be granted for up to five years from...,scheme,1,Scheme-I
licensing_information,BIS-LIC-015,Licence Validity,How long is a BIS product certification licence valid?,BIS states that Scheme-I certification may initially be granted for up to two years and is valid for the varieties covered by the licence. Renewal may be granted for up to five years from...,official_source,1,https://www.bis.gov.in/product- certification/product-certification-faq/?lan g=en
licensing_information,BIS-LIC-016,Renewal,How do I renew my BIS licence?,"Renewal is requested online through the Manakonline portal. The renewal application, applicable fees, licence fee, advance minimum marking fee and other applicable dues must be...",steps,1,Log in to the Manakonline portal.
licensing_information,BIS-LIC-016,Renewal,How do I renew my BIS licence?,"Renewal is requested online through the Manakonline portal. The renewal application, applicable fees, licence fee, advance minimum marking fee and other applicable dues must be...",steps,2,Open the licence holder dashboard.
licensing_information,BIS-LIC-016,Renewal,How do I renew my BIS licence?,"Renewal is requested online through the Manakonline portal. The renewal application, applicable fees, licence fee, advance minimum marking fee and other applicable dues must be...",steps,3,Select the renewal application.
licensing_information,BIS-LIC-016,Renewal,How do I renew my BIS licence?,"Renewal is requested online through the Manakonline portal. The renewal application, applicable fees, licence fee, advance minimum marking fee and other applicable dues must be...",steps,4,Provide the required production details.
licensing_information,BIS-LIC-016,Renewal,How do I renew my BIS licence?,"Renewal is requested online through the Manakonline portal. The renewal application, applicable fees, licence fee, advance minimum marking fee and other applicable dues must be...",steps,5,Pay the applicable renewal application fee.
licensing_information,BIS-LIC-016,Renewal,How do I renew my BIS licence?,"Renewal is requested online through the Manakonline portal. The renewal application, applicable fees, licence fee, advance minimum marking fee and other applicable dues must be...",steps,6,Pay the applicable licence fee.
licensing_information,BIS-LIC-016,Renewal,How do I renew my BIS licence?,"Renewal is requested online through the Manakonline portal. The renewal application, applicable fees, licence fee, advance minimum marking fee and other applicable dues must be...",steps,7,Pay advance minimum marking fee where applicable.
licensing_information,BIS-LIC-016,Renewal,How do I renew my BIS licence?,"Renewal is requested online through the Manakonline portal. The renewal application, applicable fees, licence fee, advance minimum marking fee and other applicable dues must be...",steps,8,Pay other applicable dues.
licensing_information,BIS-LIC-016,Renewal,How do I renew my BIS licence?,"Renewal is requested online through the Manakonline portal. The renewal application, applicable fees, licence fee, advance minimum marking fee and other applicable dues must be...",steps,9,Submit the renewal application online.
licensing_information,BIS-LIC-016,Renewal,How do I renew my BIS licence?,"Renewal is requested online through the Manakonline portal. The renewal application, applicable fees, licence fee, advance minimum marking fee and other applicable dues must be...",portal,1,https://www.manakonline.in/
licensing_information,BIS-LIC-016,Renewal,How do I renew my BIS licence?,"Renewal is requested online through the Manakonline portal. The renewal application, applicable fees, licence fee, advance minimum marking fee and other applicable dues must be...",official_source,1,https://www.bis.gov.in/apply-for-renewal-of- license/?lang=en
licensing_information,BIS-LIC-017,Renewal,For how many years can I apply for BIS licence renewal?,BIS states that renewal can be applied for a minimum period of one year and up to five years.,minimum_years,1,1
licensing_information,BIS-LIC-017,Renewal,For how many years can I apply for BIS licence renewal?,BIS states that renewal can be applied for a minimum period of one year and up to five years.,maximum_years,1,5
licensing_information,BIS-LIC-017,Renewal,For how many years can I apply for BIS licence renewal?,BIS states that renewal can be applied for a minimum period of one year and up to five years.,official_source,1,https://www.bis.gov.in/apply-for-renewal-of- license/?lang=en
licensing_information,BIS-LIC-018,Renewal Documents,What information is required for BIS licence renewal?,"The renewal process requires the applicable renewal application, fees and production-related information. BIS states that a production statement authenticated by a chartered accountant...",required_items,1,Renewal application
licensing_information,BIS-LIC-018,Renewal Documents,What information is required for BIS licence renewal?,"The renewal process requires the applicable renewal application, fees and production-related information. BIS states that a production statement authenticated by a chartered accountant...",required_items,2,Applicable application fee
licensing_information,BIS-LIC-018,Renewal Documents,What information is required for BIS licence renewal?,"The renewal process requires the applicable renewal application, fees and production-related information. BIS states that a production statement authenticated by a chartered accountant...",required_items,3,Licence fee
licensing_information,BIS-LIC-018,Renewal Documents,What information is required for BIS licence renewal?,"The renewal process requires the applicable renewal application, fees and production-related information. BIS states that a production statement authenticated by a chartered accountant...",required_items,4,Advance minimum marking fee where applicable
licensing_information,BIS-LIC-018,Renewal Documents,What information is required for BIS licence renewal?,"The renewal process requires the applicable renewal application, fees and production-related information. BIS states that a production statement authenticated by a chartered accountant...",required_items,5,Applicable dues
licensing_information,BIS-LIC-018,Renewal Documents,What information is required for BIS licence renewal?,"The renewal process requires the applicable renewal application, fees and production-related information. BIS states that a production statement authenticated by a chartered accountant...",required_items,6,Production statement
licensing_information,BIS-LIC-018,Renewal Documents,What information is required for BIS licence renewal?,"The renewal process requires the applicable renewal application, fees and production-related information. BIS states that a production statement authenticated by a chartered accountant...",required_items,7,Authentication of production statement by CA or cost accountant where required
licensing_information,BIS-LIC-018,Renewal Documents,What information is required for BIS licence renewal?,"The renewal process requires the applicable renewal application, fees and production-related information. BIS states that a production statement authenticated by a chartered accountant...",official_source,1,https://www.bis.gov.in/apply-for-renewal-of- license/?lang=en
licensing_information,BIS-LIC-019,Renewal,What happens if I apply for renewal after the licence expires?,BIS provisions can result in deferment of renewal when the renewal application and fee are not received by the last date of validity. The applicable rules and current fee requirements...,important_note,1,The BIS FAQ states that renewal can be deferred if the renewal application and fee are not received by the last date of validity or if the licence is under suspension.
licensing_information,BIS-LIC-019,Renewal,What happens if I apply for renewal after the licence expires?,BIS provisions can result in deferment of renewal when the renewal application and fee are not received by the last date of validity. The applicable rules and current fee requirements...,official_source,1,https://www.bis.gov.in/product- certification/product-certification-faq/?lang=en
licensing_information,BIS-LIC-020,Change of Scope,Can I change the scope of my BIS licence?,Yes. Licensees can apply for a change in the existing scope of their licence through the online Manakonline portal.,requirements,1,Online application
licensing_information,BIS-LIC-020,Change of Scope,Can I change the scope of my BIS licence?,Yes. Licensees can apply for a change in the existing scope of their licence through the online Manakonline portal.,requirements,2,Applicable processing fee
licensing_information,BIS-LIC-020,Change of Scope,Can I change the scope of my BIS licence?,Yes. Licensees can apply for a change in the existing scope of their licence through the online Manakonline portal.,requirements,3,Relevant product-specific technical requirements
licensing_information,BIS-LIC-020,Change of Scope,Can I change the scope of my BIS licence?,Yes. Licensees can apply for a change in the existing scope of their licence through the online Manakonline portal.,requirements,4,Applicable grouping guidelines
licensing_information,BIS-LIC-020,Change of Scope,Can I change the scope of my BIS licence?,Yes. Licensees can apply for a change in the existing scope of their licence through the online Manakonline portal.,official_source,1,https://www.bis.gov.in/apply-for-renewal-of- license/?lang=en
licensing_information,BIS-LIC-021,Non-Conformity,What happens if the product does not conform to the BIS standard?,The BIS certification process includes procedures for dealing with product non-conformity. The applicable guidelines should be followed depending on the nature of the non-conformity and...,related_guidelines,1,Guidelines for Dealing with Product Non-Conformity
licensing_information,BIS-LIC-021,Non-Conformity,What happens if the product does not conform to the BIS standard?,The BIS certification process includes procedures for dealing with product non-conformity. The applicable guidelines should be followed depending on the nature of the non-conformity and...,related_guidelines,2,Guidelines for Retesting of Samples
licensing_information,BIS-LIC-021,Non-Conformity,What happens if the product does not conform to the BIS standard?,The BIS certification process includes procedures for dealing with product non-conformity. The applicable guidelines should be followed depending on the nature of the non-conformity and...,related_guidelines,3,Guidelines for Factory Surveillance
licensing_information,BIS-LIC-021,Non-Conformity,What happens if the product does not conform to the BIS standard?,The BIS certification process includes procedures for dealing with product non-conformity. The applicable guidelines should be followed depending on the nature of the non-conformity and...,related_guidelines,4,Guidelines for Market Surveillance
licensing_information,BIS-LIC-021,Non-Conformity,What happens if the product does not conform to the BIS standard?,The BIS certification process includes procedures for dealing with product non-conformity. The applicable guidelines should be followed depending on the nature of the non-conformity and...,official_source,1,https://www.bis.gov.in/product- certification/product-certification- process/?lang=en
licensing_information,BIS-LIC-022,Licence Conditions,What are the conditions for using the BIS Standard Mark?,The conditions for using or applying the BIS Standard Mark are specified under the applicable BIS conformity assessment regulations and licence conditions.,official_source,1,https://www.bis.gov.in/ product- certification/product-ce rtification-faq/?lang=en
licensing_information,BIS-LIC-023,Non-Compliance,What happens if a BIS licence condition is violated?,BIS states that a licence may be cancelled in accordance with the applicable provisions when licence conditions are violated.,official_source,1,https://www.bis.gov.in/ product- certification/product-ce rtification-faq/?lang=en
licensing_information,BIS-LIC-024,Online Application,Are BIS licence applications submitted online?,"Yes. BIS states that applications for product certification are accepted through online mode, including payments.",application_mode,1,Online
licensing_information,BIS-LIC-024,Online Application,Are BIS licence applications submitted online?,"Yes. BIS states that applications for product certification are accepted through online mode, including payments.",portal,1,https://www.manakonline.in/
licensing_information,BIS-LIC-024,Online Application,Are BIS licence applications submitted online?,"Yes. BIS states that applications for product certification are accepted through online mode, including payments.",official_source,1,https://www.bis.gov.in/apply-for-a- license/?lang=en
licensing_information,BIS-LIC-025,Applicant Checklist,What should a manufacturer prepare before applying for BIS certification?,"The manufacturer should prepare information and capabilities related to the applicable Indian Standard, manufacturing infrastructure, process controls, quality control, testing capabilities...",checklist,1,Applicable Indian Standard identified
licensing_information,BIS-LIC-025,Applicant Checklist,What should a manufacturer prepare before applying for BIS certification?,"The manufacturer should prepare information and capabilities related to the applicable Indian Standard, manufacturing infrastructure, process controls, quality control, testing capabilities...",checklist,2,Product specifications understood
licensing_information,BIS-LIC-025,Applicant Checklist,What should a manufacturer prepare before applying for BIS certification?,"The manufacturer should prepare information and capabilities related to the applicable Indian Standard, manufacturing infrastructure, process controls, quality control, testing capabilities...",checklist,3,Manufacturing infrastructure available
licensing_information,BIS-LIC-025,Applicant Checklist,What should a manufacturer prepare before applying for BIS certification?,"The manufacturer should prepare information and capabilities related to the applicable Indian Standard, manufacturing infrastructure, process controls, quality control, testing capabilities...",checklist,4,Production process controls established
licensing_information,BIS-LIC-025,Applicant Checklist,What should a manufacturer prepare before applying for BIS certification?,"The manufacturer should prepare information and capabilities related to the applicable Indian Standard, manufacturing infrastructure, process controls, quality control, testing capabilities...",checklist,5,Quality-control procedures established
licensing_information,BIS-LIC-025,Applicant Checklist,What should a manufacturer prepare before applying for BIS certification?,"The manufacturer should prepare information and capabilities related to the applicable Indian Standard, manufacturing infrastructure, process controls, quality control, testing capabilities...",checklist,6,Required testing facilities or arrangements available
licensing_information,BIS-LIC-025,Applicant Checklist,What should a manufacturer prepare before applying for BIS certification?,"The manufacturer should prepare information and capabilities related to the applicable Indian Standard, manufacturing infrastructure, process controls, quality control, testing capabilities...",checklist,7,Required test equipment identified
licensing_information,BIS-LIC-025,Applicant Checklist,What should a manufacturer prepare before applying for BIS certification?,"The manufacturer should prepare information and capabilities related to the applicable Indian Standard, manufacturing infrastructure, process controls, quality control, testing capabilities...",checklist,8,Product manual reviewed
licensing_information,BIS-LIC-025,Applicant Checklist,What should a manufacturer prepare before applying for BIS certification?,"The manufacturer should prepare information and capabilities related to the applicable Indian Standard, manufacturing infrastructure, process controls, quality control, testing capabilities...",checklist,9,Scheme of Inspection and Testing reviewed
licensing_information,BIS-LIC-025,Applicant Checklist,What should a manufacturer prepare before applying for BIS certification?,"The manufacturer should prepare information and capabilities related to the applicable Indian Standard, manufacturing infrastructure, process controls, quality control, testing capabilities...",checklist,10,Required documents prepared
licensing_information,BIS-LIC-025,Applicant Checklist,What should a manufacturer prepare before applying for BIS certification?,"The manufacturer should prepare information and capabilities related to the applicable Indian Standard, manufacturing infrastructure, process controls, quality control, testing capabilities...",checklist,11,Application information prepared
licensing_information,BIS-LIC-025,Applicant Checklist,What should a manufacturer prepare before applying for BIS certification?,"The manufacturer should prepare information and capabilities related to the applicable Indian Standard, manufacturing infrastructure, process controls, quality control, testing capabilities...",checklist,12,Applicable fees identified
licensing_information,BIS-LIC-025,Applicant Checklist,What should a manufacturer prepare before applying for BIS certification?,"The manufacturer should prepare information and capabilities related to the applicable Indian Standard, manufacturing infrastructure, process controls, quality control, testing capabilities...",official_source,1,https://www.bis.gov.in/apply-for-a- license/?lang=en
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,1,How do I apply for BIS licence?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,1,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,2,How can I get BIS certification?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,2,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,3,What is the BIS certification process?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,3,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,4,Where do I apply for BIS licence?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,4,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,5,What documents are needed for BIS certification?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,5,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,6,What testing is required?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,6,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,7,Where can I test my product?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,7,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,8,What infrastructure is required?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,8,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,9,How much does BIS certification cost?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,9,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,10,What is the BIS application fee?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,10,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,11,What is the inspection fee?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,11,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,12,What is the marking fee?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,12,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,13,How long does BIS certification take?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,13,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,14,How long is BIS licence valid?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,14,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,15,How do I renew BIS licence?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,15,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,16,How many years can I renew my BIS licence?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,16,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,17,Can I change the scope of my BIS licence?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,17,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,18,What happens if my product fails testing?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,18,BIS_APPLICATION_LICENS ING_QUERY
licensing_information,BIS-LIC-026,Chatbot Intent,,,question_examples,19,What happens if I violate BIS licence conditions?
licensing_information,BIS-LIC-026,Chatbot Intent,,,intent,19,BIS_APPLICATION_LICENS ING_QUERY
